district,region,year,month,month_name,temp_mean_c,temp_max_c,temp_min_c,heatwave_days,rainfall_mm,rainy_days,wind_speed_kmh,cloud_cover_oktas,cloud_movement_dir
Nanded,Marathwada,2023,8,Aug,30.2,34.7,24.7,0.1,110.5,9.2,28.9,7.4,SW
Nanded,Marathwada,2023,9,Sep,30.7,35.2,25.2,0.1,63.2,5.3,23.8,5.6,SW-SE
Nanded,Marathwada,2023,10,Oct,28.2,32.7,22.7,0.1,13.8,1.2,18.7,2.8,SE
Nanded,Marathwada,2023,11,Nov,25.2,29.7,19.7,0.1,3.2,0.3,17.0,1.4,NE
Nanded,Marathwada,2023,12,Dec,23.7,28.2,16.2,0.1,2.0,0.2,17.9,1.0,NE
Aurangabad,Marathwada,2018,1,Jan,22.5,27.0,15.0,0.0,2.2,0.2,17.6,0.9,NE
Aurangabad,Marathwada,2018,2,Feb,24.5,29.0,17.0,0.0,3.5,0.3,18.4,1.0,NE
Aurangabad,Marathwada,2018,3,Mar,29.5,34.0,24.0,1.4,5.2,0.4,19.2,1.2,NE-W
Aurangabad,Marathwada,2018,4,Apr,33.5,39.5,28.0,5.8,7.8,0.7,20.8,1.4,W
Aurangabad,Marathwada,2018,5,May,35.5,41.5,30.0,10.1,9.6,0.8,22.4,1.6,SW
Aurangabad,Marathwada,2018,6,Jun,31.5,36.0,26.0,0.7,78.3,6.5,25.6,6.5,SW
Aurangabad,Marathwada,2018,7,Jul,29.0,33.5,23.5,0.0,139.2,11.6,28.8,7.9,SW
Aurangabad,Marathwada,2018,8,Aug,29.5,34.0,24.0,0.0,121.8,10.2,27.2,7.6,SW
Aurangabad,Marathwada,2018,9,Sep,30.0,34.5,24.5,0.0,69.6,5.8,22.4,5.8,SW-SE
Aurangabad,Marathwada,2018,10,Oct,27.5,32.0,22.0,0.0,15.2,1.3,17.6,2.9,SE
Aurangabad,Marathwada,2018,11,Nov,24.5,29.0,19.0,0.0,3.5,0.3,16.0,1.4,NE
Aurangabad,Marathwada,2018,12,Dec,23.0,27.5,15.5,0.0,2.2,0.2,16.8,1.0,NE
Aurangabad,Marathwada,2019,1,Jan,22.6,27.1,15.1,0.0,2.1,0.2,17.6,0.9,NE
Aurangabad,Marathwada,2019,2,Feb,24.6,29.1,17.1,0.0,3.4,0.3,18.4,1.0,NE
Aurangabad,Marathwada,2019,3,Mar,29.6,34.1,24.1,1.5,5.2,0.4,19.2,1.2,NE-W
Aurangabad,Marathwada,2019,4,Apr,33.6,39.6,28.1,5.8,7.7,0.6,20.8,1.4,W
Aurangabad,Marathwada,2019,5,May,35.6,41.6,30.1,10.1,9.5,0.8,22.4,1.6,SW
Aurangabad,Marathwada,2019,6,Jun,31.6,36.1,26.1,0.8,77.4,6.5,25.6,6.5,SW
Aurangabad,Marathwada,2019,7,Jul,29.1,33.6,23.6,0.0,137.5,11.5,28.8,7.9,SW
Aurangabad,Marathwada,2019,8,Aug,29.6,34.1,24.1,0.0,120.3,10.0,27.2,7.6,SW
Aurangabad,Marathwada,2019,9,Sep,30.1,34.6,24.6,0.0,68.8,5.7,22.4,5.8,SW-SE
Aurangabad,Marathwada,2019,10,Oct,27.6,32.1,22.1,0.0,15.0,1.2,17.6,2.9,SE
Aurangabad,Marathwada,2019,11,Nov,24.6,29.1,19.1,0.0,3.4,0.3,16.0,1.4,NE
Aurangabad,Marathwada,2019,12,Dec,23.1,27.6,15.6,0.0,2.1,0.2,16.8,1.0,NE
Aurangabad,Marathwada,2020,1,Jan,22.6,27.1,15.1,0.1,2.1,0.2,17.6,0.9,NE
Aurangabad,Marathwada,2020,2,Feb,24.6,29.1,17.1,0.1,3.4,0.3,18.4,1.0,NE
Aurangabad,Marathwada,2020,3,Mar,29.6,34.1,24.1,1.5,5.1,0.4,19.2,1.2,NE-W
Aurangabad,Marathwada,2020,4,Apr,33.6,39.6,28.1,5.8,7.6,0.6,20.8,1.4,W
Aurangabad,Marathwada,2020,5,May,35.6,41.6,30.1,10.1,9.3,0.8,22.4,1.6,SW
Aurangabad,Marathwada,2020,6,Jun,31.6,36.1,26.1,0.8,76.4,6.4,25.6,6.5,SW
Aurangabad,Marathwada,2020,7,Jul,29.1,33.6,23.6,0.1,135.9,11.3,28.8,7.9,SW
Aurangabad,Marathwada,2020,8,Aug,29.6,34.1,24.1,0.1,118.9,9.9,27.2,7.6,SW
Aurangabad,Marathwada,2020,9,Sep,30.1,34.6,24.6,0.1,67.9,5.7,22.4,5.8,SW-SE
Aurangabad,Marathwada,2020,10,Oct,27.6,32.1,22.1,0.1,14.9,1.2,17.6,2.9,SE
Aurangabad,Marathwada,2020,11,Nov,24.6,29.1,19.1,0.1,3.4,0.3,16.0,1.4,NE
Aurangabad,Marathwada,2020,12,Dec,23.1,27.6,15.6,0.1,2.1,0.2,16.8,1.0,NE
Aurangabad,Marathwada,2021,1,Jan,22.7,27.2,15.2,0.1,2.1,0.2,17.6,0.9,NE
Aurangabad,Marathwada,2021,2,Feb,24.7,29.2,17.2,0.1,3.4,0.3,18.4,1.0,NE
Aurangabad,Marathwada,2021,3,Mar,29.7,34.2,24.2,1.5,5.0,0.4,19.2,1.2,NE-W
Aurangabad,Marathwada,2021,4,Apr,33.7,39.7,28.2,5.8,7.5,0.6,20.8,1.4,W
Aurangabad,Marathwada,2021,5,May,35.7,41.7,30.2,10.2,9.2,0.8,22.4,1.6,SW
Aurangabad,Marathwada,2021,6,Jun,31.7,36.2,26.2,0.8,75.5,6.3,25.6,6.5,SW
Aurangabad,Marathwada,2021,7,Jul,29.2,33.7,23.7,0.1,134.2,11.2,28.8,7.9,SW
Aurangabad,Marathwada,2021,8,Aug,29.7,34.2,24.2,0.1,117.4,9.8,27.2,7.6,SW
Aurangabad,Marathwada,2021,9,Sep,30.2,34.7,24.7,0.1,67.1,5.6,22.4,5.8,SW-SE
Aurangabad,Marathwada,2021,10,Oct,27.7,32.2,22.2,0.1,14.7,1.2,17.6,2.9,SE
Aurangabad,Marathwada,2021,11,Nov,24.7,29.2,19.2,0.1,3.4,0.3,16.0,1.4,NE
Aurangabad,Marathwada,2021,12,Dec,23.2,27.7,15.7,0.1,2.1,0.2,16.8,1.0,NE
Aurangabad,Marathwada,2022,1,Jan,22.7,27.2,15.2,0.1,2.1,0.2,17.6,0.9,NE
Aurangabad,Marathwada,2022,2,Feb,24.7,29.2,17.2,0.1,3.3,0.3,18.4,1.0,NE
Aurangabad,Marathwada,2022,3,Mar,29.7,34.2,24.2,1.6,5.0,0.4,19.2,1.2,NE-W
Aurangabad,Marathwada,2022,4,Apr,33.7,39.7,28.2,5.9,7.5,0.6,20.8,1.4,W
Aurangabad,Marathwada,2022,5,May,35.7,41.7,30.2,10.2,9.1,0.8,22.4,1.6,SW
Aurangabad,Marathwada,2022,6,Jun,31.7,36.2,26.2,0.8,74.5,6.2,25.6,6.5,SW
Aurangabad,Marathwada,2022,7,Jul,29.2,33.7,23.7,0.1,132.5,11.0,28.8,7.9,SW
Aurangabad,Marathwada,2022,8,Aug,29.7,34.2,24.2,0.1,116.0,9.7,27.2,7.6,SW
Aurangabad,Marathwada,2022,9,Sep,30.2,34.7,24.7,0.1,66.3,5.5,22.4,5.8,SW-SE
Aurangabad,Marathwada,2022,10,Oct,27.7,32.2,22.2,0.1,14.5,1.2,17.6,2.9,SE
Aurangabad,Marathwada,2022,11,Nov,24.7,29.2,19.2,0.1,3.3,0.3,16.0,1.4,NE
Aurangabad,Marathwada,2022,12,Dec,23.2,27.7,15.7,0.1,2.1,0.2,16.8,1.0,NE
Aurangabad,Marathwada,2023,1,Jan,22.8,27.3,15.3,0.1,2.0,0.2,17.6,0.9,NE
Aurangabad,Marathwada,2023,2,Feb,24.8,29.3,17.3,0.1,3.3,0.3,18.4,1.0,NE
Aurangabad,Marathwada,2023,3,Mar,29.8,34.3,24.3,1.6,4.9,0.4,19.2,1.2,NE-W
Aurangabad,Marathwada,2023,4,Apr,33.8,39.8,28.3,5.9,7.4,0.6,20.8,1.4,W
Aurangabad,Marathwada,2023,5,May,35.8,41.8,30.3,10.2,9.0,0.8,22.4,1.6,SW
Aurangabad,Marathwada,2023,6,Jun,31.8,36.3,26.3,0.9,73.6,6.1,25.6,6.5,SW
Aurangabad,Marathwada,2023,7,Jul,29.3,33.8,23.8,0.1,130.8,10.9,28.8,7.9,SW
Aurangabad,Marathwada,2023,8,Aug,29.8,34.3,24.3,0.1,114.5,9.5,27.2,7.6,SW
Aurangabad,Marathwada,2023,9,Sep,30.3,34.8,24.8,0.1,65.4,5.5,22.4,5.8,SW-SE
Aurangabad,Marathwada,2023,10,Oct,27.8,32.3,22.3,0.1,14.3,1.2,17.6,2.9,SE
Aurangabad,Marathwada,2023,11,Nov,24.8,29.3,19.3,0.1,3.3,0.3,16.0,1.4,NE
Aurangabad,Marathwada,2023,12,Dec,23.3,27.8,15.8,0.1,2.0,0.2,16.8,1.0,NE
Yavatmal,Vidarbha,2018,1,Jan,24.7,29.2,17.2,0.0,3.1,0.3,16.5,0.9,NE
Yavatmal,Vidarbha,2018,2,Feb,26.7,31.2,19.2,0.0,5.0,0.4,17.2,1.1,NE
Yavatmal,Vidarbha,2018,3,Mar,31.7,36.2,26.2,1.7,7.6,0.6,18.0,1.2,NE-W
Yavatmal,Vidarbha,2018,4,Apr,35.7,41.7,30.2,6.8,11.3,0.9,19.5,1.4,W
Yavatmal,Vidarbha,2018,5,May,37.7,43.7,32.2,11.9,13.9,1.2,21.0,1.7,SW
Yavatmal,Vidarbha,2018,6,Jun,33.7,38.2,28.2,0.8,113.4,9.5,24.0,6.8,SW
Yavatmal,Vidarbha,2018,7,Jul,31.2,35.7,25.7,0.0,201.6,16.8,27.0,8.0,SW
Yavatmal,Vidarbha,2018,8,Aug,31.7,36.2,26.2,0.0,176.4,14.7,25.5,8.0,SW
Yavatmal,Vidarbha,2018,9,Sep,32.2,36.7,26.7,0.0,100.8,8.4,21.0,6.1,SW-SE
Yavatmal,Vidarbha,2018,10,Oct,29.7,34.2,24.2,0.0,22.1,1.8,16.5,3.0,SE
Yavatmal,Vidarbha,2018,11,Nov,26.7,31.2,21.2,0.0,5.0,0.4,15.0,1.5,NE
Yavatmal,Vidarbha,2018,12,Dec,25.2,29.7,17.7,0.0,3.1,0.3,15.8,1.1,NE
Yavatmal,Vidarbha,2019,1,Jan,24.8,29.3,17.3,0.0,3.1,0.3,16.5,0.9,NE
Yavatmal,Vidarbha,2019,2,Feb,26.8,31.3,19.3,0.0,5.0,0.4,17.2,1.1,NE
Yavatmal,Vidarbha,2019,3,Mar,31.8,36.3,26.3,1.7,7.5,0.6,18.0,1.2,NE-W
Yavatmal,Vidarbha,2019,4,Apr,35.8,41.8,30.3,6.8,11.2,0.9,19.5,1.4,W
Yavatmal,Vidarbha,2019,5,May,37.8,43.8,32.3,11.9,13.7,1.1,21.0,1.7,SW
Yavatmal,Vidarbha,2019,6,Jun,33.8,38.3,28.3,0.9,112.0,9.3,24.0,6.8,SW
Yavatmal,Vidarbha,2019,7,Jul,31.3,35.8,25.8,0.0,199.2,16.6,27.0,8.0,SW
Yavatmal,Vidarbha,2019,8,Aug,31.8,36.3,26.3,0.0,174.3,14.5,25.5,8.0,SW
Yavatmal,Vidarbha,2019,9,Sep,32.3,36.8,26.8,0.0,99.6,8.3,21.0,6.1,SW-SE
Yavatmal,Vidarbha,2019,10,Oct,29.8,34.3,24.3,0.0,21.8,1.8,16.5,3.0,SE
Yavatmal,Vidarbha,2019,11,Nov,26.8,31.3,21.3,0.0,5.0,0.4,15.0,1.5,NE
Yavatmal,Vidarbha,2019,12,Dec,25.3,29.8,17.8,0.0,3.1,0.3,15.8,1.1,NE
Yavatmal,Vidarbha,2020,1,Jan,24.8,29.3,17.3,0.1,3.1,0.3,16.5,0.9,NE
Yavatmal,Vidarbha,2020,2,Feb,26.8,31.3,19.3,0.1,4.9,0.4,17.2,1.1,NE
Yavatmal,Vidarbha,2020,3,Mar,31.8,36.3,26.3,1.8,7.4,0.6,18.0,1.2,NE-W
Yavatmal,Vidarbha,2020,4,Apr,35.8,41.8,30.3,6.9,11.1,0.9,19.5,1.4,W
Yavatmal,Vidarbha,2020,5,May,37.8,43.8,32.3,12.0,13.5,1.1,21.0,1.7,SW
Yavatmal,Vidarbha,2020,6,Jun,33.8,38.3,28.3,0.9,110.7,9.2,24.0,6.8,SW
Yavatmal,Vidarbha,2020,7,Jul,31.3,35.8,25.8,0.1,196.8,16.4,27.0,8.0,SW
Yavatmal,Vidarbha,2020,8,Aug,31.8,36.3,26.3,0.1,172.2,14.3,25.5,8.0,SW
Yavatmal,Vidarbha,2020,9,Sep,32.3,36.8,26.8,0.1,98.4,8.2,21.0,6.1,SW-SE
Yavatmal,Vidarbha,2020,10,Oct,29.8,34.3,24.3,0.1,21.5,1.8,16.5,3.0,SE
Yavatmal,Vidarbha,2020,11,Nov,26.8,31.3,21.3,0.1,4.9,0.4,15.0,1.5,NE
Yavatmal,Vidarbha,2020,12,Dec,25.3,29.8,17.8,0.1,3.1,0.3,15.8,1.1,NE
Yavatmal,Vidarbha,2021,1,Jan,24.9,29.4,17.4,0.1,3.0,0.2,16.5,0.9,NE
Yavatmal,Vidarbha,2021,2,Feb,26.9,31.4,19.4,0.1,4.9,0.4,17.2,1.1,NE
Yavatmal,Vidarbha,2021,3,Mar,31.9,36.4,26.4,1.8,7.3,0.6,18.0,1.2,NE-W
Yavatmal,Vidarbha,2021,4,Apr,35.9,41.9,30.4,6.9,10.9,0.9,19.5,1.4,W
Yavatmal,Vidarbha,2021,5,May,37.9,43.9,32.4,12.0,13.4,1.1,21.0,1.7,SW
Yavatmal,Vidarbha,2021,6,Jun,33.9,38.4,28.4,0.9,109.3,9.1,24.0,6.8,SW
Yavatmal,Vidarbha,2021,7,Jul,31.4,35.9,25.9,0.1,194.3,16.2,27.0,8.0,SW
Yavatmal,Vidarbha,2021,8,Aug,31.9,36.4,26.4,0.1,170.0,14.2,25.5,8.0,SW
Yavatmal,Vidarbha,2021,9,Sep,32.4,36.9,26.9,0.1,97.2,8.1,21.0,6.1,SW-SE
Yavatmal,Vidarbha,2021,10,Oct,29.9,34.4,24.4,0.1,21.3,1.8,16.5,3.0,SE
Yavatmal,Vidarbha,2021,11,Nov,26.9,31.4,21.4,0.1,4.9,0.4,15.0,1.5,NE
Yavatmal,Vidarbha,2021,12,Dec,25.4,29.9,17.9,0.1,3.0,0.2,15.8,1.1,NE
Yavatmal,Vidarbha,2022,1,Jan,24.9,29.4,17.4,0.1,3.0,0.2,16.5,0.9,NE
Yavatmal,Vidarbha,2022,2,Feb,26.9,31.4,19.4,0.1,4.8,0.4,17.2,1.1,NE
Yavatmal,Vidarbha,2022,3,Mar,31.9,36.4,26.4,1.8,7.2,0.6,18.0,1.2,NE-W
Yavatmal,Vidarbha,2022,4,Apr,35.9,41.9,30.4,6.9,10.8,0.9,19.5,1.4,W
Yavatmal,Vidarbha,2022,5,May,37.9,43.9,32.4,12.0,13.2,1.1,21.0,1.7,SW
Yavatmal,Vidarbha,2022,6,Jun,33.9,38.4,28.4,1.0,108.0,9.0,24.0,6.8,SW
Yavatmal,Vidarbha,2022,7,Jul,31.4,35.9,25.9,0.1,191.9,16.0,27.0,8.0,SW
Yavatmal,Vidarbha,2022,8,Aug,31.9,36.4,26.4,0.1,167.9,14.0,25.5,8.0,SW
Yavatmal,Vidarbha,2022,9,Sep,32.4,36.9,26.9,0.1,96.0,8.0,21.0,6.1,SW-SE
Yavatmal,Vidarbha,2022,10,Oct,29.9,34.4,24.4,0.1,21.0,1.8,16.5,3.0,SE
Yavatmal,Vidarbha,2022,11,Nov,26.9,31.4,21.4,0.1,4.8,0.4,15.0,1.5,NE
Yavatmal,Vidarbha,2022,12,Dec,25.4,29.9,17.9,0.1,3.0,0.2,15.8,1.1,NE
Yavatmal,Vidarbha,2023,1,Jan,25.0,29.5,17.5,0.1,3.0,0.2,16.5,0.9,NE
Yavatmal,Vidarbha,2023,2,Feb,27.0,31.5,19.5,0.1,4.7,0.4,17.2,1.1,NE
Yavatmal,Vidarbha,2023,3,Mar,32.0,36.5,26.5,1.8,7.1,0.6,18.0,1.2,NE-W
Yavatmal,Vidarbha,2023,4,Apr,36.0,42.0,30.5,7.0,10.7,0.9,19.5,1.4,W
Yavatmal,Vidarbha,2023,5,May,38.0,44.0,32.5,12.1,13.0,1.1,21.0,1.7,SW
Yavatmal,Vidarbha,2023,6,Jun,34.0,38.5,28.5,1.0,106.6,8.9,24.0,6.8,SW
Yavatmal,Vidarbha,2023,7,Jul,31.5,36.0,26.0,0.1,189.5,15.8,27.0,8.0,SW
Yavatmal,Vidarbha,2023,8,Aug,32.0,36.5,26.5,0.1,165.8,13.8,25.5,8.0,SW
Yavatmal,Vidarbha,2023,9,Sep,32.5,37.0,27.0,0.1,94.8,7.9,21.0,6.1,SW-SE
Yavatmal,Vidarbha,2023,10,Oct,30.0,34.5,24.5,0.1,20.7,1.7,16.5,3.0,SE
Yavatmal,Vidarbha,2023,11,Nov,27.0,31.5,21.5,0.1,4.7,0.4,15.0,1.5,NE
Yavatmal,Vidarbha,2023,12,Dec,25.5,30.0,18.0,0.1,3.0,0.2,15.8,1.1,NE
Akola,Vidarbha,2018,1,Jan,26.0,30.5,18.5,0.0,2.9,0.2,15.4,0.9,NE
Akola,Vidarbha,2018,2,Feb,28.0,32.5,20.5,0.0,4.6,0.4,16.1,1.0,NE
Akola,Vidarbha,2018,3,Mar,33.0,37.5,27.5,1.8,6.9,0.6,16.8,1.1,NE-W
Akola,Vidarbha,2018,4,Apr,37.0,43.0,31.5,7.4,10.4,0.9,18.2,1.3,W
Akola,Vidarbha,2018,5,May,39.0,45.0,33.5,12.9,12.7,1.1,19.6,1.6,SW
Akola,Vidarbha,2018,6,Jun,35.0,39.5,29.5,0.9,104.0,8.7,22.4,6.3,SW
Akola,Vidarbha,2018,7,Jul,32.5,37.0,27.0,0.0,184.8,15.4,25.2,7.7,SW
Akola,Vidarbha,2018,8,Aug,33.0,37.5,27.5,0.0,161.7,13.5,23.8,7.4,SW
Akola,Vidarbha,2018,9,Sep,33.5,38.0,28.0,0.0,92.4,7.7,19.6,5.6,SW-SE
Akola,Vidarbha,2018,10,Oct,31.0,35.5,25.5,0.0,20.2,1.7,15.4,2.8,SE
Akola,Vidarbha,2018,11,Nov,28.0,32.5,22.5,0.0,4.6,0.4,14.0,1.4,NE
Akola,Vidarbha,2018,12,Dec,26.5,31.0,19.0,0.0,2.9,0.2,14.7,1.0,NE
Akola,Vidarbha,2019,1,Jan,26.1,30.6,18.6,0.0,2.9,0.2,15.4,0.9,NE
Akola,Vidarbha,2019,2,Feb,28.1,32.6,20.6,0.0,4.6,0.4,16.1,1.0,NE
Akola,Vidarbha,2019,3,Mar,33.1,37.6,27.6,1.9,6.8,0.6,16.8,1.1,NE-W
Akola,Vidarbha,2019,4,Apr,37.1,43.1,31.6,7.4,10.3,0.9,18.2,1.3,W
Akola,Vidarbha,2019,5,May,39.1,45.1,33.6,12.9,12.6,1.1,19.6,1.6,SW
Akola,Vidarbha,2019,6,Jun,35.1,39.6,29.6,1.0,102.7,8.6,22.4,6.3,SW
Akola,Vidarbha,2019,7,Jul,32.6,37.1,27.1,0.0,182.6,15.2,25.2,7.7,SW
Akola,Vidarbha,2019,8,Aug,33.1,37.6,27.6,0.0,159.8,13.3,23.8,7.4,SW
Akola,Vidarbha,2019,9,Sep,33.6,38.1,28.1,0.0,91.3,7.6,19.6,5.6,SW-SE
Akola,Vidarbha,2019,10,Oct,31.1,35.6,25.6,0.0,20.0,1.7,15.4,2.8,SE
Akola,Vidarbha,2019,11,Nov,28.1,32.6,22.6,0.0,4.6,0.4,14.0,1.4,NE
Akola,Vidarbha,2019,12,Dec,26.6,31.1,19.1,0.0,2.9,0.2,14.7,1.0,NE
Akola,Vidarbha,2020,1,Jan,26.1,30.6,18.6,0.1,2.8,0.2,15.4,0.9,NE
Akola,Vidarbha,2020,2,Feb,28.1,32.6,20.6,0.1,4.5,0.4,16.1,1.0,NE
Akola,Vidarbha,2020,3,Mar,33.1,37.6,27.6,1.9,6.8,0.6,16.8,1.1,NE-W
Akola,Vidarbha,2020,4,Apr,37.1,43.1,31.6,7.4,10.1,0.8,18.2,1.3,W
Akola,Vidarbha,2020,5,May,39.1,45.1,33.6,12.9,12.4,1.0,19.6,1.6,SW
Akola,Vidarbha,2020,6,Jun,35.1,39.6,29.6,1.0,101.5,8.5,22.4,6.3,SW
Akola,Vidarbha,2020,7,Jul,32.6,37.1,27.1,0.1,180.4,15.0,25.2,7.7,SW
Akola,Vidarbha,2020,8,Aug,33.1,37.6,27.6,0.1,157.8,13.2,23.8,7.4,SW
Akola,Vidarbha,2020,9,Sep,33.6,38.1,28.1,0.1,90.2,7.5,19.6,5.6,SW-SE
Akola,Vidarbha,2020,10,Oct,31.1,35.6,25.6,0.1,19.7,1.6,15.4,2.8,SE
Akola,Vidarbha,2020,11,Nov,28.1,32.6,22.6,0.1,4.5,0.4,14.0,1.4,NE
Akola,Vidarbha,2020,12,Dec,26.6,31.1,19.1,0.1,2.8,0.2,14.7,1.0,NE
Akola,Vidarbha,2021,1,Jan,26.2,30.7,18.7,0.1,2.8,0.2,15.4,0.9,NE
Akola,Vidarbha,2021,2,Feb,28.2,32.7,20.7,0.1,4.5,0.4,16.1,1.0,NE
Akola,Vidarbha,2021,3,Mar,33.2,37.7,27.7,1.9,6.7,0.6,16.8,1.1,NE-W
Akola,Vidarbha,2021,4,Apr,37.2,43.2,31.7,7.5,10.0,0.8,18.2,1.3,W
Akola,Vidarbha,2021,5,May,39.2,45.2,33.7,13.0,12.2,1.0,19.6,1.6,SW
Akola,Vidarbha,2021,6,Jun,35.2,39.7,29.7,1.0,100.2,8.3,22.4,6.3,SW
Akola,Vidarbha,2021,7,Jul,32.7,37.2,27.2,0.1,178.1,14.8,25.2,7.7,SW
Akola,Vidarbha,2021,8,Aug,33.2,37.7,27.7,0.1,155.9,13.0,23.8,7.4,SW
Akola,Vidarbha,2021,9,Sep,33.7,38.2,28.2,0.1,89.1,7.4,19.6,5.6,SW-SE
Akola,Vidarbha,2021,10,Oct,31.2,35.7,25.7,0.1,19.5,1.6,15.4,2.8,SE
Akola,Vidarbha,2021,11,Nov,28.2,32.7,22.7,0.1,4.5,0.4,14.0,1.4,NE
Akola,Vidarbha,2021,12,Dec,26.7,31.2,19.2,0.1,2.8,0.2,14.7,1.0,NE
Akola,Vidarbha,2022,1,Jan,26.2,30.7,18.7,0.1,2.7,0.2,15.4,0.9,NE
Akola,Vidarbha,2022,2,Feb,28.2,32.7,20.7,0.1,4.4,0.4,16.1,1.0,NE
Akola,Vidarbha,2022,3,Mar,33.2,37.7,27.7,2.0,6.6,0.5,16.8,1.1,NE-W
Akola,Vidarbha,2022,4,Apr,37.2,43.2,31.7,7.5,9.9,0.8,18.2,1.3,W
Akola,Vidarbha,2022,5,May,39.2,45.2,33.7,13.0,12.1,1.0,19.6,1.6,SW
Akola,Vidarbha,2022,6,Jun,35.2,39.7,29.7,1.0,99.0,8.2,22.4,6.3,SW
Akola,Vidarbha,2022,7,Jul,32.7,37.2,27.2,0.1,175.9,14.7,25.2,7.7,SW
Akola,Vidarbha,2022,8,Aug,33.2,37.7,27.7,0.1,153.9,12.8,23.8,7.4,SW
Akola,Vidarbha,2022,9,Sep,33.7,38.2,28.2,0.1,88.0,7.3,19.6,5.6,SW-SE
Akola,Vidarbha,2022,10,Oct,31.2,35.7,25.7,0.1,19.2,1.6,15.4,2.8,SE
Akola,Vidarbha,2022,11,Nov,28.2,32.7,22.7,0.1,4.4,0.4,14.0,1.4,NE
Akola,Vidarbha,2022,12,Dec,26.7,31.2,19.2,0.1,2.7,0.2,14.7,1.0,NE
Akola,Vidarbha,2023,1,Jan,26.3,30.8,18.8,0.1,2.7,0.2,15.4,0.9,NE
Akola,Vidarbha,2023,2,Feb,28.3,32.8,20.8,0.1,4.3,0.4,16.1,1.0,NE
Akola,Vidarbha,2023,3,Mar,33.3,37.8,27.8,2.0,6.5,0.5,16.8,1.1,NE-W
Akola,Vidarbha,2023,4,Apr,37.3,43.3,31.8,7.5,9.8,0.8,18.2,1.3,W
Akola,Vidarbha,2023,5,May,39.3,45.3,33.8,13.0,11.9,1.0,19.6,1.6,SW
Akola,Vidarbha,2023,6,Jun,35.3,39.8,29.8,1.1,97.7,8.1,22.4,6.3,SW
Akola,Vidarbha,2023,7,Jul,32.8,37.3,27.3,0.1,173.7,14.5,25.2,7.7,SW
Akola,Vidarbha,2023,8,Aug,33.3,37.8,27.8,0.1,152.0,12.7,23.8,7.4,SW
Akola,Vidarbha,2023,9,Sep,33.8,38.3,28.3,0.1,86.9,7.2,19.6,5.6,SW-SE
Akola,Vidarbha,2023,10,Oct,31.3,35.8,25.8,0.1,19.0,1.6,15.4,2.8,SE
Akola,Vidarbha,2023,11,Nov,28.3,32.8,22.8,0.1,4.3,0.4,14.0,1.4,NE
Akola,Vidarbha,2023,12,Dec,26.8,31.3,19.3,0.1,2.7,0.2,14.7,1.0,NE
Amravati,Vidarbha,2018,1,Jan,25.5,30.0,18.0,0.0,3.0,0.2,15.4,0.9,NE
Amravati,Vidarbha,2018,2,Feb,27.5,32.0,20.0,0.0,4.9,0.4,16.1,1.0,NE
Amravati,Vidarbha,2018,3,Mar,32.5,37.0,27.0,1.8,7.3,0.6,16.8,1.2,NE-W
Amravati,Vidarbha,2018,4,Apr,36.5,42.5,31.0,7.2,11.0,0.9,18.2,1.4,W
Amravati,Vidarbha,2018,5,May,38.5,44.5,33.0,12.6,13.4,1.1,19.6,1.6,SW
Amravati,Vidarbha,2018,6,Jun,34.5,39.0,29.0,0.9,109.6,9.1,22.4,6.5,SW
Amravati,Vidarbha,2018,7,Jul,32.0,36.5,26.5,0.0,194.9,16.2,25.2,7.9,SW
Amravati,Vidarbha,2018,8,Aug,32.5,37.0,27.0,0.0,170.5,14.2,23.8,7.6,SW
Amravati,Vidarbha,2018,9,Sep,33.0,37.5,27.5,0.0,97.4,8.1,19.6,5.8,SW-SE
Amravati,Vidarbha,2018,10,Oct,30.5,35.0,25.0,0.0,21.3,1.8,15.4,2.9,SE
Amravati,Vidarbha,2018,11,Nov,27.5,32.0,22.0,0.0,4.9,0.4,14.0,1.4,NE
Amravati,Vidarbha,2018,12,Dec,26.0,30.5,18.5,0.0,3.0,0.2,14.7,1.0,NE
Amravati,Vidarbha,2019,1,Jan,25.6,30.1,18.1,0.0,3.0,0.2,15.4,0.9,NE
Amravati,Vidarbha,2019,2,Feb,27.6,32.1,20.1,0.0,4.8,0.4,16.1,1.0,NE
Amravati,Vidarbha,2019,3,Mar,32.6,37.1,27.1,1.8,7.2,0.6,16.8,1.2,NE-W
Amravati,Vidarbha,2019,4,Apr,36.6,42.6,31.1,7.2,10.8,0.9,18.2,1.4,W
Amravati,Vidarbha,2019,5,May,38.6,44.6,33.1,12.6,13.2,1.1,19.6,1.6,SW
Amravati,Vidarbha,2019,6,Jun,34.6,39.1,29.1,0.9,108.3,9.0,22.4,6.5,SW
Amravati,Vidarbha,2019,7,Jul,32.1,36.6,26.6,0.0,192.5,16.0,25.2,7.9,SW
Amravati,Vidarbha,2019,8,Aug,32.6,37.1,27.1,0.0,168.5,14.0,23.8,7.6,SW
Amravati,Vidarbha,2019,9,Sep,33.1,37.6,27.6,0.0,96.3,8.0,19.6,5.8,SW-SE
Amravati,Vidarbha,2019,10,Oct,30.6,35.1,25.1,0.0,21.1,1.8,15.4,2.9,SE
Amravati,Vidarbha,2019,11,Nov,27.6,32.1,22.1,0.0,4.8,0.4,14.0,1.4,NE
Amravati,Vidarbha,2019,12,Dec,26.1,30.6,18.6,0.0,3.0,0.2,14.7,1.0,NE
